Product URL,Title,Description,Product Type,Tags,Categories,Visible,Hosted Image URLs,SKU,Option Name 1,Option Value 1,Option Name 2,Option Value 2,Option Name 3,Option Value 3,Price,Sale Price,On Sale,Weight,Length,Width,Height,Stock
"Air-Max-95-NYC-Blackout","Air Max 95 NYC Blackout","Air Max 95 NYC Blackout<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.13589674855&type=15&murl=https%3A%2F%2Fstockx.com%2Fair-max-95-nyc-blackout"" target=""_blank"">StockX</a></h3>","Physical","Air, Max, 95, NYC, Blackout","men","TRUE","http://stockx.imgix.net/Nike-Air-Max-95-NYC-Blackout.jpg",,,,,,,,"105130.00",,,,,,,"1"
"Jordan-3-Retro-DJ-Khaled-Father-of-Asahd","Jordan 3 Retro DJ Khaled Father of Asahd","Jordan 3 Retro DJ Khaled Father of Asahd<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.13436237635&type=15&murl=https%3A%2F%2Fstockx.com%2Fair-jordan-3-retro-dj-khaled-father-of-asahd"" target=""_blank"">StockX</a></h3>","Physical","Jordan, 3, Retro, DJ, Khaled, Father, of, Asahd","men","TRUE","http://stockx.imgix.net/Air-Jordan-3-Retro-DJ-Khaled-Father-of-Asahd.png",,,,,,,,"70000.00",,,,,,,"1"
"adidas-TS-Lightswitch-Gil-EA-Sports-NBA-Live-08","adidas TS Lightswitch Gil EA Sports NBA Live 08","adidas TS Lightswitch Gil EA Sports NBA Live 08<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.12678970886&type=15&murl=https%3A%2F%2Fstockx.com%2Fadidas-ts-lightswitch-gil-ea-sports-nba-live-08"" target=""_blank"">StockX</a></h3>","Physical","adidas, TS, Lightswitch, Gil, EA, Sports, NBA, Live, 08","men","TRUE","http://stockx.imgix.net/Adidas-TS-Lightswitch-Gil-EA-Sports-NBA-Live-08.png",,,,,,,,"60000.00",,,,,,,"1"
"Jordan-1-Retro-Fragment-Friends-and-Family","Jordan 1 Retro Fragment Friends and Family","Jordan 1 Retro Fragment Friends and Family<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.12976467688&type=15&murl=https%3A%2F%2Fstockx.com%2Fjordan-1-retro-fragment-friends-and-family"" target=""_blank"">StockX</a></h3>","Physical","Jordan, 1, Retro, Fragment, Friends, and, Family","men","TRUE","http://stockx.imgix.net/Air-Jordan-1-Retro-Fragment-Friends-And-Family.jpg",,,,,,,,"40000.00",,,,,,,"1"
"Jordan-8-Retro-Kentucky-Madness-PE","Jordan 8 Retro Kentucky Madness PE","Jordan 8 Retro Kentucky Madness PE<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.13509495507&type=15&murl=https%3A%2F%2Fstockx.com%2Fair-jordan-8-retro-kentucky-madness-pe"" target=""_blank"">StockX</a></h3>","Physical","Jordan, 8, Retro, Kentucky, Madness, PE","men","TRUE","http://stockx.imgix.net/Air-Jordan-8-Retro-Kentucky-Madness-PE.png",,,,,,,,"40000.00",,,,,,,"1"
"Jordan-14-Retro-OVO-Gods-Plan","Jordan 14 Retro OVO God's Plan","Jordan 14 Retro OVO God's Plan<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.13513844223&type=15&murl=https%3A%2F%2Fstockx.com%2Fair-jordan-14-retro-ovo-gods-plan"" target=""_blank"">StockX</a></h3>","Physical","Jordan, 14, Retro, OVO, Gods, Plan","men","TRUE","http://stockx.imgix.net/Air-Jordan-14-Retro-OVO-Gods-Plan.png",,,,,,,,"39000.00",,,,,,,"1"
"Jordan-11-Retro-Premium-Derek-Jeter","Jordan 11 Retro Premium Derek Jeter","Jordan 11 Retro Premium Derek Jeter<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.12690191388&type=15&murl=https%3A%2F%2Fstockx.com%2Fair-jordan-11-retro-premium-derek-jeter"" target=""_blank"">StockX</a></h3>","Physical","Jordan, 11, Retro, Premium, Derek, Jeter","men","TRUE","http://stockx.imgix.net/Air-Jordan-11-Retro-Premium-Derek-Jeter.png",,,,,,,,"37000.00",,,,,,,"1"
"Jordan-4-Retro-Eminem-Encore-2017","Jordan 4 Retro Eminem Encore (2017)","Jordan 4 Retro Eminem Encore (2017)<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.13497244472&type=15&murl=https%3A%2F%2Fstockx.com%2Fair-jordan-4-retro-eminem-encore-2017"" target=""_blank"">StockX</a></h3>","Physical","Jordan, 4, Retro, Eminem, Encore, 2017","men","TRUE","http://stockx.imgix.net/Air-Jordan-4-Retro-Eminem-Encore-2017-Charity-Campaign-2.jpg",,,,,,,,"35000.00",,,,,,,"1"
"Nike-Air-MAG-Back-To-the-Future-2016","Nike Air MAG Back To the Future (2016)","Nike Air MAG Back To the Future (2016)<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.13209471288&type=15&murl=https%3A%2F%2Fstockx.com%2Fnike-air-mag-back-to-the-future-bttf-2016"" target=""_blank"">StockX</a></h3>","Physical","Nike, Air, MAG, Back, To, the, Future, 2016","men","TRUE","http://stockx.imgix.net/Nike-Air-Mag-Back-To-The-Future-BTTF-2016.png",,,,,,,,"35000.00",,,,,,,"1"
"adidas-Human-Race-NMD-Pharrell-x-Chanel-Sample","adidas Human Race NMD Pharrell x Chanel (Sample)","adidas Human Race NMD Pharrell x Chanel (Sample)<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.13209494049&type=15&murl=https%3A%2F%2Fstockx.com%2Fadidas-human-race-nmd-pharrell-x-chanel-sample"" target=""_blank"">StockX</a></h3>","Physical","adidas, Human, Race, NMD, Pharrell, x, Chanel, Sample","men","TRUE","http://stockx.imgix.net/Adidas-Human-Race-NMD-Pharrell-x-Chanel-Black.png",,,,,,,,"30000.00",,,,,,,"1"
"Jordan-4-Retro-Oregon-Ducks-Duckman","Jordan 4 Retro Oregon Ducks Duckman","Jordan 4 Retro Oregon Ducks Duckman<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.13502249375&type=15&murl=https%3A%2F%2Fstockx.com%2Fair-jordan-4-retro-oregon-ducks-duckman-pe"" target=""_blank"">StockX</a></h3>","Physical","Jordan, 4, Retro, Oregon, Ducks, Duckman","men","TRUE","http://stockx.imgix.net/Air-Jordan-4-Retro-Oregon-Ducks-Duckman-PE.jpg",,,,,,,,"25000.00",,,,,,,"1"
"Jordan-3-Retro-DJ-Khaled-Another-One","Jordan 3 Retro DJ Khaled Another One","Jordan 3 Retro DJ Khaled Another One<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.13556004746&type=15&murl=https%3A%2F%2Fstockx.com%2Fair-jordan-3-retro-dj-khaled-another-one"" target=""_blank"">StockX</a></h3>","Physical","Jordan, 3, Retro, DJ, Khaled, Another, One","men","TRUE","http://stockx.imgix.net/Air-Jordan-3-Retro-DJ-Khaled-Another-One.png",,,,,,,,"25000.00",,,,,,,"1"
"Kobe-1-Sharpshooter","Kobe 1 Sharpshooter","Kobe 1 Sharpshooter<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.12679225390&type=15&murl=https%3A%2F%2Fstockx.com%2Fnike-kobe-1-sharpshooter"" target=""_blank"">StockX</a></h3>","Physical","Kobe, 1, Sharpshooter","men","TRUE","http://stockx.imgix.net/Nike-Kobe-1-Sharpshooter.png",,,,,,,,"24000.00",,,,,,,"1"
"Jordan-4-Retro-Cal-Marquette-PE","Jordan 4 Retro Cal / Marquette PE","Jordan 4 Retro Cal / Marquette PE<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.13497247049&type=15&murl=https%3A%2F%2Fstockx.com%2Fair-jordan-4-retro-cal-marquette-pe"" target=""_blank"">StockX</a></h3>","Physical","Jordan, 4, Retro, Cal, Marquette, PE","men","TRUE","http://stockx.imgix.net/Air-Jordan-4-Retro-Cal-Marquette-PE.png",,,,,,,,"22900.00",,,,,,,"1"
"Jordan-4-Retro-Travis-Scott-Cactus-Jack-F-F","Jordan 4 Retro Travis Scott Cactus Jack (F & F)","Friends and Family release of the Travis Scott Cactus Jack Jordan 4, with Nike Air replacing the Jumpman found on the heel of the general release.<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.13064091124&type=15&murl=https%3A%2F%2Fstockx.com%2Fair-jordan-4-retro-travis-scott-cactus-jack-friends-and-family"" target=""_blank"">StockX</a></h3>","Physical","Jordan, 4, Retro, Travis, Scott, Cactus, Jack, F, F","men","TRUE","http://stockx.imgix.net/Air-Jordan-4-Retro-Travis-Scott-Cactus-Jack-Friends-and-Family-2.jpg",,,,,,,,"20000.00",,,,,,,"1"
"adidas-NMD-Hu-Pharrell-Respira-F-F","adidas NMD Hu Pharrell Respira (F & F)","adidas NMD Hu Pharrell Respira (F & F)<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.13528939593&type=15&murl=https%3A%2F%2Fstockx.com%2Fadidas%2520nmd-hu-pharrell-respira-ff"" target=""_blank"">StockX</a></h3>","Physical","adidas, NMD, Hu, Pharrell, Respira, F, F","men","TRUE","http://stockx.imgix.net/adidas%20NMD-Hu-Pharrell-Respira-FF.png",,,,,,,,"18000.00",,,,,,,"1"
"Nike-Dunk-SB-Low-Paris","Nike Dunk SB Low Paris","Nike Dunk SB Low Paris<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.12976474810&type=15&murl=https%3A%2F%2Fstockx.com%2Fnike-dunk-sb-low-paris"" target=""_blank"">StockX</a></h3>","Physical","Nike, Dunk, SB, Low, Paris","men","TRUE","http://stockx.imgix.net/Nike-Dunk-SB-Low-Paris.jpg",,,,,,,,"17500.00",,,,,,,"1"
"Jordan-4-Retro-Eminem-Carhartt","Jordan 4 Retro Eminem Carhartt","Jordan 4 Retro Eminem Carhartt<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.13209497743&type=15&murl=https%3A%2F%2Fstockx.com%2Fjordan-4-retro-eminem-carhartt"" target=""_blank"">StockX</a></h3>","Physical","Jordan, 4, Retro, Eminem, Carhartt","men","TRUE","http://stockx.imgix.net/Air-Jordan-4-Retro-Eminem-Carhartt.jpg",,,,,,,,"12000.00",,,,,,,"1"
"Nike-Dunk-SB-Low-Staple-NYC-Pigeon","Nike Dunk SB Low Staple ""NYC Pigeon""","In the list of craziest sneaker releases the Jeff Staple designed Nike SB Dunk Low NYC Pigeon is near the top. When the Pigeon Dunks released back in 2005, word spread and lines formed outside of Jeff Staple's Lower East Side shop, Reed Space. By the time release day rolled around the crowd had grown to a size that New York City police had to be called to keep things in order and make sure those who purchased could get home safely. All the attention landed the Pigeon Dunk release on the cover of the New York Daily News paper the next day. With only 150 pairs produced, the Pigeon SB Dunk is one of the most popular Nike SB releases of all time and even without the exclusivity, the colorway is one of the best. Jeff Staple opted to use the most commonly found bird in the city of NYC for inspiration, the Dunk Low is officially colored as Medium Grey/White-Dark Grey, but it's the combination of grey on the upper, with white Swoosh, orange foot-like outsole and the stitched in pigeon on the heel that make this colorway one that every sneaker enthusiast would like to get their hands on. Not only did the Nike SB Dunk Low NYC Pigeon help bring energy to Nike Skateboarding back in 2005, it started along line of successful pigeon inspired sneakers from NYC's Jeff Staple.<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.13209506050&type=15&murl=https%3A%2F%2Fstockx.com%2Fnike-dunk-sb-low-staple-nyc-pigeon"" target=""_blank"">StockX</a></h3>","Physical","Nike, Dunk, SB, Low, Staple, NYC, Pigeon","men","TRUE","http://stockx.imgix.net/Nike-Dunk-SB-Low-Staple-NYC-Pigeon.jpg",,,,,,,,"11500.00",,,,,,,"1"
"Jordan-2-Retro-Legends-Of-Summer","Jordan 2 Retro Legends Of Summer","Jordan 2 Retro Legends Of Summer<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.13509499911&type=15&murl=https%3A%2F%2Fstockx.com%2Fair-jordan-2-retro-legends-of-summer"" target=""_blank"">StockX</a></h3>","Physical","Jordan, 2, Retro, Legends, Of, Summer","men","TRUE","http://stockx.imgix.net/Air-Jordan-2-Retro-Legends-Of-Summer.png",,,,,,,,"10500.00",,,,,,,"1"
"Air-Force-2-Low-ESPO","Air Force 2 Low ESPO","Air Force 2 Low ESPO<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.13209455062&type=15&murl=https%3A%2F%2Fstockx.com%2Fnike-air-force-2-low-espo"" target=""_blank"">StockX</a></h3>","Physical","Air, Force, 2, Low, ESPO","men","TRUE","http://stockx.imgix.net/Nike-Air-Force-2-Low-ESPO.png",,,,,,,,"10000.00",,,,,,,"1"
"Jordan-3-Retro-Solefly-Lotto","Jordan 3 Retro Solefly Lotto","Jordan 3 Retro Solefly Lotto<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.13398356281&type=15&murl=https%3A%2F%2Fstockx.com%2Fair-jordan-3-retro-solefly-lotto"" target=""_blank"">StockX</a></h3>","Physical","Jordan, 3, Retro, Solefly, Lotto","men","TRUE","http://stockx.imgix.net/Air-Jordan-3-Retro-Solefly-Lotto.png",,,,,,,,"10000.00",,,,,,,"1"
"Jordan-Flight-23-Wolf-Grey","Jordan Flight 23 Wolf Grey","Jordan Flight 23 Wolf Grey<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.13464410531&type=15&murl=https%3A%2F%2Fstockx.com%2Fair-jordan-flight-23-wolf-grey"" target=""_blank"">StockX</a></h3>","Physical","Jordan, Flight, 23, Wolf, Grey","men","TRUE","http://stockx.imgix.net/Air-Jordan-Flight-23-Wolf-Grey.png",,,,,,,,"10000.00",,,,,,,"1"
"adidas-Yeezy-700-V2-Static","adidas Yeezy 700 V2 Static","adidas Yeezy 700 V2 Static<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.13536845870&type=15&murl=https%3A%2F%2Fstockx.com%2Fadidas-yeezy-700-v2-static"" target=""_blank"">StockX</a></h3>","Physical","adidas, Yeezy, 700, V2, Static","men","TRUE","http://stockx.imgix.net/adidas-Yeezy-700-V2-Static.png",,,,,,,,"10000.00",,,,,,,"1"
"Jordan-1-OG-Chicago-1985","Jordan 1 OG Chicago (1985)","Jordan 1 OG Chicago (1985)<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.13209445766&type=15&murl=https%3A%2F%2Fstockx.com%2Fjordan-1-og-chicago-1985"" target=""_blank"">StockX</a></h3>","Physical","Jordan, 1, OG, Chicago, 1985","men","TRUE","http://stockx.imgix.net/Air-Jordan-1-OG-Chicago-1985.jpg",,,,,,,,"10000.00",,,,,,,"1"
"Jordan-8-Retro-Ray-Allen-Boston-Celtics-PE-Home","Jordan 8 Retro Ray Allen Boston Celtics PE Home","Jordan 8 Retro Ray Allen Boston Celtics PE Home<p><h3 style=""white-space: pre-wrap;""><strong>Buy now:</strong></h3></p><h3 style=""white-space: pre-wrap;""><a href=""http://click.linksynergy.com/link?id=0S*AdsZlLxY&offerid=582746.13158529784&type=15&murl=https%3A%2F%2Fstockx.com%2Fair-jordan-8-retro-ray-allen-boston-celtics-pe-home"" target=""_blank"">StockX</a></h3>","Physical","Jordan, 8, Retro, Ray, Allen, Boston, Celtics, PE, Home","men","TRUE","http://stockx.imgix.net/Air-Jordan-8-Retro-Ray-Allen-Boston-Celtics-PE-Home.png",,,,,,,,"10000.00",,,,,,,"1"
